Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0030032~lamellipodium assembly	7	0.7954545454545454	0.0012576881217705063	ENSG00000077549, ENSG00000169313, ENSG00000173210, ENSG00000099204, ENSG00000188677, ENSG00000132970, ENSG00000163995	681	35	19333	5.677826725403818	0.979936195758185	1.0	1.0
INTERPRO	IPR019734:Tetratricopeptide repeat	14	1.5909090909090908	0.001823166039538549	ENSG00000197860, ENSG00000165917, ENSG00000174996, ENSG00000174521, ENSG00000105948, ENSG00000004897, ENSG00000168026, ENSG00000164134, ENSG00000183054, ENSG00000256500, ENSG00000169629, ENSG00000015568, ENSG00000032742, ENSG00000126214	699	140	19176	2.7433476394849783	0.8757898914819536	1.0	1.0
GOTERM_CC_DIRECT	GO:0015630~microtubule cytoskeleton	17	1.9318181818181817	0.0018473596682070442	ENSG00000101162, ENSG00000024422, ENSG00000135525, ENSG00000105568, ENSG00000173153, ENSG00000099910, ENSG00000111640, ENSG00000178999, ENSG00000084764, ENSG00000197959, ENSG00000166780, ENSG00000084693, ENSG00000183785, ENSG00000149503, ENSG00000184702, ENSG00000167216, ENSG00000140575	732	197	20580	2.4261462927519353	0.6671940009480786	0.2327930450983245	0.23161929865245062
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	173	19.65909090909091	0.0019562440764565084	ENSG00000178971, ENSG00000198464, ENSG00000111875, ENSG00000136938, ENSG00000137507, ENSG00000072062, ENSG00000119487, ENSG00000088808, ENSG00000176715, ENSG00000198900, ENSG00000138434, ENSG00000120907, ENSG00000004897, ENSG00000166233, ENSG00000123106, ENSG00000168497, ENSG00000126215, ENSG00000165702, ENSG00000126457, ENSG00000126456, ENSG00000012048, ENSG00000277258, ENSG00000108861, ENSG00000124795, ENSG00000025800, ENSG00000136709, ENSG00000171791, ENSG00000176046, ENSG00000276293, ENSG00000137513, ENSG00000004487, ENSG00000157741, ENSG00000174306, ENSG00000179833, ENSG00000132466, ENSG00000132740, ENSG00000100219, ENSG00000153815, ENSG00000105221, ENSG00000141564, ENSG00000132953, ENSG00000163935, ENSG00000044459, ENSG00000196588, ENSG00000176731, ENSG00000172530, ENSG00000169083, ENSG00000178999, ENSG00000166135, ENSG00000115053, ENSG00000164597, ENSG00000120616, ENSG00000186660, ENSG00000160392, ENSG00000128739, ENSG00000051596, ENSG00000273559, ENSG00000103479, ENSG00000105011, ENSG00000099917, ENSG00000125351, ENSG00000126561, ENSG00000198353, ENSG00000124380, ENSG00000066336, ENSG00000010292, ENSG00000111641, ENSG00000106617, ENSG00000198478, ENSG00000173113, ENSG00000111642, ENSG00000131196, ENSG00000224470, ENSG00000198914, ENSG00000181090, ENSG00000149948, ENSG00000164002, ENSG00000011304, ENSG00000108590, ENSG00000010295, ENSG00000100479, ENSG00000158373, ENSG00000101049, ENSG00000149269, ENSG00000100354, ENSG00000146676, ENSG00000108510, ENSG00000140577, ENSG00000182732, ENSG00000165733, ENSG00000213741, ENSG00000180573, ENSG00000175387, ENSG00000090013, ENSG00000140836, ENSG00000074201, ENSG00000119684, ENSG00000159339, ENSG00000080603, ENSG00000133740, ENSG00000132256, ENSG00000167522, ENSG00000119446, ENSG00000167644, ENSG00000124635, ENSG00000182481, ENSG00000167088, ENSG00000091732, ENSG00000100784, ENSG00000054967, ENSG00000185513, ENSG00000160973, ENSG00000152495, ENSG00000151164, ENSG00000153187, ENSG00000154310, ENSG00000149761, ENSG00000116679, ENSG00000156858, ENSG00000171634, ENSG00000174744, ENSG00000169679, ENSG00000186153, ENSG00000141485, ENSG00000118007, ENSG00000006062, ENSG00000101745, ENSG00000158352, ENSG00000155085, ENSG00000147862, ENSG00000254440, ENSG00000144231, ENSG00000124766, ENSG00000121774, ENSG00000162367, ENSG00000108848, ENSG00000165916, ENSG00000105856, ENSG00000162408, ENSG00000174231, ENSG00000174996, ENSG00000260238, ENSG00000134013, ENSG00000113356, ENSG00000197903, ENSG00000119547, ENSG00000134371, ENSG00000185252, ENSG00000230667, ENSG00000277791, ENSG00000143376, ENSG00000124177, ENSG00000197183, ENSG00000132005, ENSG00000239920, ENSG00000050748, ENSG00000212864, ENSG00000149187, ENSG00000173153, ENSG00000196498, ENSG00000137413, ENSG00000139154, ENSG00000198948, ENSG00000088826, ENSG00000137770, ENSG00000121236, ENSG00000123415, ENSG00000083896, ENSG00000102974, ENSG00000161970, ENSG00000163993, ENSG00000162664, ENSG00000149503	732	3960	20580	1.2282455704586852	0.688110154404556	0.2327930450983245	0.23161929865245062
GOTERM_BP_DIRECT	GO:0071560~cellular response to transforming growth factor beta stimulus	9	1.0227272727272727	0.0028374486526587792	ENSG00000186153, ENSG00000197461, ENSG00000153071, ENSG00000147465, ENSG00000134871, ENSG00000186642, ENSG00000176105, ENSG00000131196, ENSG00000168329	681	69	19333	3.7029304730894466	0.9998530829768286	1.0	1.0
GOTERM_MF_DIRECT	GO:0005547~phosphatidylinositol-3,4,5-trisphosphate binding	7	0.7954545454545454	0.0029900789872227642	ENSG00000154146, ENSG00000188089, ENSG00000148498, ENSG00000119487, ENSG00000089177, ENSG00000033327, ENSG00000140575	687	40	18908	4.816448326055313	0.927214493408455	0.6540797784549797	0.6540797784549797
GOTERM_CC_DIRECT	GO:0043657~host cell	4	0.45454545454545453	0.003193126647468377	ENSG00000025800, ENSG00000182481, ENSG00000152465, ENSG00000090659	732	9	20580	12.49544626593807	0.8508719811684521	0.2952825216291611	0.2937937021923754
GOTERM_CC_DIRECT	GO:0098978~glutamatergic synapse	29	3.295454545454545	0.0034739120191666006	ENSG00000154146, ENSG00000174871, ENSG00000072062, ENSG00000198844, ENSG00000067715, ENSG00000132970, ENSG00000005249, ENSG00000120907, ENSG00000205726, ENSG00000169169, ENSG00000182481, ENSG00000143376, ENSG00000164116, ENSG00000152495, ENSG00000198010, ENSG00000150594, ENSG00000130203, ENSG00000154310, ENSG00000105568, ENSG00000173210, ENSG00000124181, ENSG00000103942, ENSG00000176105, ENSG00000113140, ENSG00000197959, ENSG00000170579, ENSG00000145920, ENSG00000107282, ENSG00000277363	732	454	20580	1.7958763631111434	0.8738869102890684	0.2952825216291611	0.2937937021923754
GOTERM_BP_DIRECT	GO:0006325~chromatin organization	19	2.159090909090909	0.0035190225328009714	ENSG00000153187, ENSG00000163935, ENSG00000141858, ENSG00000004487, ENSG00000173575, ENSG00000111642, ENSG00000172530, ENSG00000285238, ENSG00000159339, ENSG00000181090, ENSG00000139154, ENSG00000143401, ENSG00000149948, ENSG00000165702, ENSG00000103479, ENSG00000124177, ENSG00000185513, ENSG00000106443, ENSG00000124795	681	251	19333	2.14897824268272	0.9999824307585522	1.0	1.0
INTERPRO	IPR001440:Tetratricopeptide TPR-1	6	0.6818181818181818	0.0036192606732291556	ENSG00000197860, ENSG00000183054, ENSG00000169629, ENSG00000015568, ENSG00000032742, ENSG00000004897	699	29	19176	5.675891667899955	0.9841457736463093	1.0	1.0
INTERPRO	IPR008699:NADH:ubiquinone oxidoreductase, ASHI subunit	3	0.3409090909090909	0.003873264240166809	ENSG00000166136, ENSG00000255339	699	3	19176	27.433476394849784	0.9881536677425676	1.0	1.0
GOTERM_BP_DIRECT	GO:0006607~NLS-bearing protein import into nucleus	5	0.5681818181818182	0.004688452511720558	ENSG00000025800, ENSG00000182481, ENSG00000183054, ENSG00000169629, ENSG00000015568	681	20	19333	7.097283406754772	0.999999542083042	1.0	1.0
GOTERM_CC_DIRECT	GO:0005634~nucleus	246	27.954545454545453	0.005343308989256653	ENSG00000178971, ENSG00000198464, ENSG00000156265, ENSG00000088808, ENSG00000198900, ENSG00000004897, ENSG00000206053, ENSG00000084693, ENSG00000012048, ENSG00000106443, ENSG00000277258, ENSG00000124795, ENSG00000108861, ENSG00000025800, ENSG00000130203, ENSG00000105227, ENSG00000171791, ENSG00000276293, ENSG00000197124, ENSG00000179833, ENSG00000176208, ENSG00000132740, ENSG00000145920, ENSG00000100219, ENSG00000186591, ENSG00000120885, ENSG00000105221, ENSG00000132953, ENSG00000163935, ENSG00000172530, ENSG00000159873, ENSG00000178999, ENSG00000115053, ENSG00000120616, ENSG00000182463, ENSG00000273559, ENSG00000105011, ENSG00000110719, ENSG00000099917, ENSG00000100362, ENSG00000103187, ENSG00000184507, ENSG00000198353, ENSG00000099910, ENSG00000066336, ENSG00000131196, ENSG00000110031, ENSG00000198914, ENSG00000149948, ENSG00000011304, ENSG00000164002, ENSG00000204764, ENSG00000054356, ENSG00000146676, ENSG00000108510, ENSG00000221923, ENSG00000140577, ENSG00000140575, ENSG00000175387, ENSG00000074201, ENSG00000170374, ENSG00000167081, ENSG00000167522, ENSG00000167644, ENSG00000164134, ENSG00000166796, ENSG00000124635, ENSG00000029993, ENSG00000182481, ENSG00000165462, ENSG00000167088, ENSG00000100784, ENSG00000187815, ENSG00000185513, ENSG00000153187, ENSG00000115464, ENSG00000174744, ENSG00000082068, ENSG00000186153, ENSG00000086300, ENSG00000107282, ENSG00000147862, ENSG00000254440, ENSG00000144231, ENSG00000124766, ENSG00000154146, ENSG00000108848, ENSG00000165916, ENSG00000162408, ENSG00000105219, ENSG00000180190, ENSG00000148826, ENSG00000148704, ENSG00000277791, ENSG00000102984, ENSG00000124177, ENSG00000135638, ENSG00000105568, ENSG00000141858, ENSG00000151789, ENSG00000113742, ENSG00000198948, ENSG00000088826, ENSG00000167554, ENSG00000123415, ENSG00000135074, ENSG00000102974, ENSG00000163993, ENSG00000275023, ENSG00000162664, ENSG00000024422, ENSG00000187607, ENSG00000111875, ENSG00000136938, ENSG00000072062, ENSG00000118156, ENSG00000120907, ENSG00000176953, ENSG00000166233, ENSG00000167565, ENSG00000168772, ENSG00000273173, ENSG00000117174, ENSG00000204710, ENSG00000165702, ENSG00000126457, ENSG00000126215, ENSG00000186642, ENSG00000126453, ENSG00000233276, ENSG00000126456, ENSG00000176390, ENSG00000162434, ENSG00000126461, ENSG00000133317, ENSG00000136709, ENSG00000172000, ENSG00000176046, ENSG00000110536, ENSG00000004487, ENSG00000173575, ENSG00000157741, ENSG00000174306, ENSG00000132466, ENSG00000144677, ENSG00000123636, ENSG00000172915, ENSG00000167693, ENSG00000091009, ENSG00000126464, ENSG00000167216, ENSG00000140992, ENSG00000116668, ENSG00000196588, ENSG00000169083, ENSG00000166135, ENSG00000267060, ENSG00000169641, ENSG00000127528, ENSG00000186660, ENSG00000160392, ENSG00000187634, ENSG00000127527, ENSG00000103479, ENSG00000126432, ENSG00000105650, ENSG00000106852, ENSG00000125351, ENSG00000126561, ENSG00000111644, ENSG00000149782, ENSG00000124380, ENSG00000010292, ENSG00000211459, ENSG00000111640, ENSG00000106617, ENSG00000196214, ENSG00000111642, ENSG00000224470, ENSG00000181090, ENSG00000144655, ENSG00000163792, ENSG00000055163, ENSG00000108590, ENSG00000167232, ENSG00000158373, ENSG00000273049, ENSG00000182732, ENSG00000130598, ENSG00000180573, ENSG00000181541, ENSG00000140836, ENSG00000174576, ENSG00000119684, ENSG00000159339, ENSG00000080603, ENSG00000170776, ENSG00000133740, ENSG00000091732, ENSG00000182521, ENSG00000165501, ENSG00000146147, ENSG00000277611, ENSG00000160973, ENSG00000152495, ENSG00000151164, ENSG00000154310, ENSG00000171634, ENSG00000008128, ENSG00000118007, ENSG00000185222, ENSG00000155085, ENSG00000160188, ENSG00000121774, ENSG00000162367, ENSG00000101493, ENSG00000196262, ENSG00000172175, ENSG00000104765, ENSG00000105856, ENSG00000174231, ENSG00000196267, ENSG00000134013, ENSG00000113356, ENSG00000133169, ENSG00000197903, ENSG00000166971, ENSG00000119547, ENSG00000134371, ENSG00000185252, ENSG00000230667, ENSG00000267261, ENSG00000090621, ENSG00000178150, ENSG00000204859, ENSG00000050748, ENSG00000149187, ENSG00000173153, ENSG00000179134, ENSG00000105968, ENSG00000137413, ENSG00000196498, ENSG00000143401, ENSG00000115760, ENSG00000083896, ENSG00000149503	732	6007	20580	1.1513616627595673	0.9587371679815566	0.3563570342909831	0.35456027613489405
GOTERM_CC_DIRECT	GO:0045171~intercellular bridge	10	1.1363636363636365	0.005390274468266971	ENSG00000119446, ENSG00000213366, ENSG00000101162, ENSG00000024422, ENSG00000134184, ENSG00000176046, ENSG00000173153, ENSG00000099910, ENSG00000084693, ENSG00000134201	732	92	20580	3.055951532430506	0.9598803233971221	0.3563570342909831	0.35456027613489405
UP_KW_BIOLOGICAL_PROCESS	KW-0945~Host-virus interaction	37	4.204545454545454	0.005891580559379505	ENSG00000196262, ENSG00000165916, ENSG00000104765, ENSG00000111237, ENSG00000136938, ENSG00000198900, ENSG00000080603, ENSG00000206053, ENSG00000132256, ENSG00000119820, ENSG00000205726, ENSG00000182481, ENSG00000165682, ENSG00000205403, ENSG00000277791, ENSG00000103479, ENSG00000124177, ENSG00000126456, ENSG00000126214, ENSG00000074319, ENSG00000025800, ENSG00000130203, ENSG00000153187, ENSG00000105568, ENSG00000124181, ENSG00000197442, ENSG00000110651, ENSG00000116679, ENSG00000132466, ENSG00000169679, ENSG00000082781, ENSG00000121236, ENSG00000168329, ENSG00000140577, ENSG00000090659, ENSG00000141564, ENSG00000140575	402	651	11229	1.587580530527088	0.4810249588610409	0.6539654420911251	0.6539654420911251
